1,7270,89,4
2,860,95,4
3,5390,41,2
4,5191,81,3
5,5734,47,4
6,6265,94,4
7,466,54,3
8,4426,55,2
9,5578,95,4
10,8322,19,1
11,1685,62,0
12,769,99,0
13,6949,93,0
14,2433,59,2
15,5311,65,4
16,5051,68,0
17,6420,28,0
18,1184,18,3
19,4555,26,4
20,3385,19,4
21,6396,55,3
22,8666,57,4
23,9274,6,1
24,2558,1,2
25,7849,8,3
26,2047,97,0
27,2747,51,4
28,9167,85,1
29,9998,88,1
30,189,25,2
31,2734,47,1
32,3005,55,4
33,4658,64,4
34,1899,83,1
35,7734,93,4
36,1267,10,4
37,1528,56,0
38,3556,12,3
39,3890,33,4
40,8838,71,4
41,5393,17,2
42,8792,61,3
43,8433,10,3
44,7513,31,3
45,2612,60,1
46,7041,70,0
47,9555,17,0
48,6235,50,2
49,5486,37,3
50,7099,82,3
51,9670,62,4
52,775,90,1
53,8226,80,1
54,3152,72,2
55,1585,88,0
56,3943,77,3
57,7555,29,2
58,3073,32,1
59,1021,88,1
60,3843,80,1
61,7989,11,3
62,9692,96,3
63,6873,6,3
64,5675,35,4
65,161,33,0
66,4297,18,1
67,995,37,1
68,7629,13,4
69,9467,74,1
70,1016,90,1
71,7869,81,3
72,6439,64,3
73,7892,1,0
74,6863,63,1
75,7916,89,2
76,8529,34,1
77,878,10,1
78,9268,84,0
79,4887,7,2
80,4859,56,1
81,6331,80,2
82,8571,37,3
83,8684,29,3
84,7208,12,2
85,5276,17,1
86,2062,48,2
87,64,84,2
88,8006,26,3
89,2568,83,2
90,5463,12,4
91,2027,21,4
92,2695,42,3
93,9687,61,1
94,5258,58,1
95,5618,54,3
96,6736,34,1
97,391,7,0
98,5892,35,4
99,3561,15,0
100,6184,65,0
101,3099,90,0
102,6278,99,3
103,8392,25,0
104,3104,59,2
105,7215,79,1
106,2454,86,3
107,8996,6,2
108,2731,52,2
109,8154,79,4
110,9762,88,4
111,5056,21,2
112,8110,71,4
113,3840,93,1
114,1028,96,1
115,7385,32,4
116,502,53,0
117,6910,59,2
118,9062,69,1
119,6938,62,4
120,4488,4,4
121,206,86,1
122,5134,18,1
123,5977,99,0
124,7721,81,4
125,7035,56,4
126,1484,24,3
127,7858,66,0
128,863,13,1
129,2790,62,1
130,7408,54,2
131,8755,15,1
132,5116,69,4
133,6019,3,1
134,1757,37,4
135,7574,37,4
136,6374,3,0
137,6892,63,1
138,1678,35,0
139,3242,52,4
140,4636,87,1
141,1059,28,1
142,6668,94,0
143,9914,18,0
144,3157,36,4
145,5915,33,4
146,9789,64,1
147,2693,26,1
148,3627,48,3
149,9555,40,3
150,5450,17,2
151,1663,40,4
152,9721,7,2
153,5592,57,2
154,7392,8,0
155,1306,56,0
156,6776,31,3
157,5864,59,2
158,9474,58,3
159,7526,12,4
160,8901,48,1
161,5575,31,0
162,5530,83,4
163,4413,63,4
164,3748,74,0
165,663,39,0
166,1998,76,2
167,7994,20,3
168,1495,48,4
169,3304,71,2
170,3763,54,2
171,5232,78,4
172,1853,75,4
173,6585,71,1
174,1291,29,3
175,3581,74,4
176,7554,93,0
177,7280,73,1
178,1636,48,3
179,3696,74,0
180,698,83,0
181,4737,56,3
182,854,95,1
183,8164,17,0
184,5855,9,2
185,7392,97,3
186,6528,34,3
187,5249,45,4
188,5172,88,1
189,1707,9,2
190,5791,7,2
191,9925,16,4
192,5535,19,0
193,4931,6,0
194,3510,11,2
195,202,76,1
196,4218,61,0
197,8958,42,3
198,4389,13,4
199,2327,12,1
200,8004,85,0
201,2931,74,2
202,7777,20,4
203,197,50,0
204,7125,36,2
205,1930,92,0
206,6287,88,4
207,8800,69,3
208,9339,37,3
209,4282,12,2
210,2511,99,3
211,9986,40,4
212,659,54,2
213,2811,2,0
214,7098,50,1
215,6546,41,0
216,9561,45,4
217,1986,9,2
218,8338,62,0
219,2911,86,2
220,1734,47,3
221,1843,5,1
222,8680,76,4
223,2976,1,0
224,1959,44,1
225,5759,22,4
226,6694,38,4
227,2385,19,3
228,4736,80,2
229,1802,31,2
230,8155,67,1
231,8120,87,3
232,6616,42,4
233,5534,82,3
234,4061,26,3
235,262,13,1
236,6287,58,2
237,8815,18,3
238,9208,67,3
239,2049,87,3
240,5423,3,0
241,4548,55,3
242,3108,89,3
243,7158,91,4
244,7400,58,0
245,3170,63,3
246,9874,91,3
247,2255,52,1
248,1154,89,1
249,4499,24,0
250,6295,72,4
251,6197,9,0
252,9888,37,0
253,1648,94,1
254,5539,83,1
255,9637,53,4
256,4199,80,3
257,8445,24,4
258,2557,21,3
259,5592,40,2
260,98,62,1
261,2200,70,2
262,2961,69,2
263,4973,14,1
264,4433,42,2
265,2869,50,0
266,956,61,3
267,8352,4,4
268,5699,72,1
269,6944,88,0
270,4493,75,4
271,9492,17,4
272,4911,85,4
273,3987,57,2
274,9719,90,2
275,6015,48,2
276,1218,44,2
277,4496,45,0
278,4735,91,2
279,4555,80,1
280,9146,90,4
281,8050,33,0
282,3446,31,2
283,1045,47,4
284,6893,6,0
285,1693,72,4
286,3436,71,0
287,8754,34,3
288,5895,53,0
289,3354,14,2
290,225,16,4
291,4893,43,4
292,7022,73,4
293,9151,74,1
294,5600,81,1
295,7996,12,2
296,9007,70,3
297,7683,19,1
298,4642,41,0
299,7679,53,2
300,8208,29,3
301,7339,70,0
302,9435,59,4
303,2205,89,1
304,1069,64,0
305,3444,24,3
306,1060,89,2
307,2327,16,0
308,3420,52,2
309,301,80,4
310,606,6,3
311,3170,37,3
312,699,85,1
313,5088,4,3
314,9331,98,0
315,190,92,0
316,980,38,0
317,2975,41,4
318,6102,92,3
319,1184,81,3
320,3327,14,0
321,3394,71,1
322,8319,86,1
323,1816,51,3
324,5854,65,3
325,6709,93,2
326,569,52,3
327,5442,95,0
328,1895,30,4
329,2733,57,3
330,3863,79,3
331,7455,82,0
332,4014,99,2
333,1686,30,3
334,3009,98,1
335,7806,42,1
336,154,11,1
337,1409,27,4
338,784,24,4
339,8096,99,3
340,7560,39,3
341,7343,72,3
342,7206,18,4
343,5596,77,3
344,5801,45,0
345,2806,88,2
346,537,87,1
347,5986,12,1
348,1841,49,0
349,8716,94,3
350,6971,31,4
351,5625,92,3
352,2950,22,3
353,7992,44,1
354,4780,92,1
355,2368,64,4
356,6655,77,1
357,8173,25,3
358,4495,51,0
359,9163,7,4
360,6002,6,0
361,6614,24,3
362,9358,19,4
363,5919,83,0
364,853,9,4
365,4146,36,3
366,3769,40,4
367,574,93,3
368,1148,24,4
369,6293,48,4
370,6457,63,1
371,7509,69,3
372,9907,53,2
373,4777,54,4
374,3854,42,0
375,2491,45,1
376,3124,90,1
377,5691,14,4
378,3051,29,2
379,4,6,1
380,5222,7,3
381,5315,37,4
382,4869,53,4
383,876,18,2
384,9183,87,3
385,7027,38,3
386,4142,59,2
387,6966,1,0
388,7079,68,3
389,7987,44,0
390,6799,47,0
391,4465,35,4
392,635,87,4
393,1693,91,1
394,9874,60,4
395,4752,90,3
396,8311,52,3
397,830,8,0
398,5177,80,3
399,9561,41,4
400,8932,3,4
401,8308,96,4
402,5949,69,2
403,2838,84,3
404,1150,14,1
405,7560,96,3
406,1931,26,3
407,9204,70,2
408,1664,58,3
409,1081,40,0
410,512,51,4
411,7805,5,4
412,5237,77,2
413,559,32,4
414,3672,80,0
415,7404,1,2
416,3343,77,1
417,4070,54,4
418,9662,11,3
419,580,53,0
420,7004,8,0
421,8130,25,4
422,3147,40,1
423,4249,32,3
424,1679,88,1
425,3506,28,1
426,7253,78,4
427,2744,3,3
428,9435,91,4
429,5188,84,4
430,2141,79,0
431,6617,62,4
432,2479,27,2
433,6484,45,3
434,9827,92,0
435,7421,25,3
436,9949,61,0
437,4452,44,2
438,5881,97,4
439,6665,46,0
440,2849,14,0
441,7390,8,0
442,6905,48,2
443,2489,14,3
444,9823,65,2
445,9207,80,0
446,9540,82,0
447,4611,7,4
448,2839,79,2
449,8527,88,2
450,5878,49,1
451,9087,55,3
452,6303,13,1
453,851,73,1
454,1687,56,3
455,6833,56,4
456,2427,15,4
457,9760,57,3
458,4000,58,3
459,5052,35,2
460,2738,88,2
461,5732,97,2
462,5387,16,2
463,8002,8,0
464,5536,93,0
465,3913,87,4
466,1066,45,0
467,7723,95,0
468,4380,40,2
469,4107,54,2
470,5726,14,3
471,3373,59,2
472,8945,94,3
473,2082,53,3
474,8967,27,0
475,6748,47,2
476,9817,80,0
477,417,6,2
478,8306,55,0
479,8808,97,0
480,3974,44,0
481,3267,18,4
482,825,16,0
483,7668,12,1
484,5745,20,1
485,9708,45,1
486,412,64,3
487,7543,59,0
488,7587,93,1
489,728,94,3
490,7164,90,1
491,8867,22,2
492,5988,97,4
493,2504,47,0
494,2967,29,4
495,2786,86,4
496,1122,45,2
497,4079,77,2
498,1571,9,2
499,5073,24,3
500,5104,15,1
501,2143,36,0
502,9879,13,2
503,6806,91,0
504,7357,44,0
505,3440,71,0
506,3766,72,2
507,5644,78,2
508,2914,76,1
509,4968,36,2
510,5917,61,2
511,8787,81,0
512,728,40,1
513,1365,93,4
514,4492,27,2
515,698,1,2
516,7186,34,4
517,395,68,0
518,7400,88,1
519,8082,21,0
520,4171,33,3
521,4360,7,2
522,2502,65,3
523,717,3,2
524,2782,51,3
525,4946,79,4
526,5486,95,2
527,8335,54,2
528,4980,80,3
529,7266,74,1
530,4491,93,3
531,7192,59,2
532,5588,6,2
533,7651,29,1
534,3636,17,0
535,1167,60,1
536,1062,22,0
537,2156,24,2
538,7860,81,4
539,5161,85,4
540,5305,51,3
541,6541,50,1
542,4729,11,1
543,9348,56,4
544,7330,71,0
545,5334,42,1
546,8924,39,0
547,4330,69,0
548,8010,48,0
549,6801,57,0
550,4846,21,3
551,6731,82,3
552,7241,99,4
553,953,20,3
554,2539,15,1
555,7056,69,3
556,1542,77,1
557,5293,51,1
558,1191,76,0
559,6313,62,4
560,6938,85,0
561,2681,37,0
562,9409,6,3
563,1540,71,3
564,6172,26,1
565,5541,8,3
566,9580,73,3
567,1365,91,2
568,8691,4,1
569,9872,21,1
570,8702,31,2
571,7494,21,1
572,4312,25,4
573,1324,15,4
574,9347,35,2
575,3141,49,3
576,7419,43,4
577,3486,41,2
578,1810,37,4
579,6588,57,0
580,2923,42,2
581,5301,47,1
582,4186,92,4
583,8905,61,1
584,5977,14,2
585,4268,68,4
586,4748,53,1
587,4849,84,3
588,9435,34,3
589,3709,76,0
590,9273,97,2
591,6619,24,1
592,8647,20,0
593,9086,69,2
594,9576,30,3
595,3072,88,1
596,6530,7,4
597,504,36,3
598,1214,38,4
599,1531,80,4
600,7576,52,1
601,823,15,1
602,928,46,4
603,5029,23,0
604,133,12,4
605,2105,93,4
606,3627,44,1
607,6316,15,2
608,1852,93,3
609,4910,49,1
610,4175,21,0
611,5348,15,3
612,9442,14,1
613,6190,42,1
614,1256,80,2
615,3376,15,0
616,5645,63,0
617,3486,68,1
618,3584,27,2
619,9588,87,1
620,8053,93,4
621,3330,53,4
622,2703,52,2
623,8662,63,1
624,8120,73,2
625,7114,53,1
626,1353,57,1
627,5063,52,4
628,8549,43,3
629,7575,7,0
630,667,42,0
631,4468,4,2
632,9337,69,0
633,6819,5,4
634,3719,75,3
635,2745,92,1
636,7483,80,1
637,539,41,4
638,4964,94,0
639,4835,4,1
640,3775,2,0
641,6042,67,4
642,7102,21,1
643,7312,70,2
